id,title,cuisine,difficulty,total_time,variant_type,protein_type,base_recipe,tags,issues
3e8d7c70-7478-4447-86b9-619859de9ea2,Brahmi Chutney Recipe,indian,easy,15,standard,vegetarian,Brahmi Chutney Recipe,indian|side|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
53861e66-e785-40a1-82b3-d701fefb8412,Brahmi Chutney Recipe - Brahmi Chutney (Recipe In Hindi),indian,medium,15,standard,vegetarian,Brahmi Chutney Recipe - Brahmi Chutney (Recipe In Hindi),indian|side|south_indian|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
81703753-8014-412f-bcf2-bc5621ae75f2,"Cabbage, Spinach, Pomegranate Slaw with Lemon Dressing Recipe",indian,easy,15,standard,vegetarian,"Cabbage, Spinach, Pomegranate Slaw with Lemon Dressing Recipe",indian|main|spicy|sour|savory|vegan|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
37432aa0-2eb2-4760-8181-102f3008e8fd,Carrot Ginger Juice Recipe,indian,easy,15,standard,vegetarian,Carrot Ginger Juice Recipe,indian|main|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
b6674bdf-d677-4eae-adbd-7abf08fe69f2,Chilled Sweet & Sour Cucumber Noodle Salad Recipe,indian,easy,15,standard,vegetarian,Chilled Sweet & Sour Cucumber Noodle Salad Recipe,indian|dessert|spicy|sweet|sour|savory|vegan|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
5f0e66f0-d36d-499a-a00d-52d154c3b287,Crunchy Asian Vegetable Salad Recipe With Honey Garlic Dressing,indian,medium,15,standard,vegetarian,Crunchy Asian Vegetable Salad Recipe With Honey Garlic Dressing,indian|main|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
d54aa317-7ac6-4024-938b-725950550540,Foxtail Millet Nucchina Unde Recipe (Foxtail Millet and Lentil Dumplings),indian,easy,15,standard,vegetarian,Foxtail Millet Nucchina Unde Recipe (Foxtail Millet and Lentil Dumplings),indian|main|south_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,slow_keyword_but_short_total_time|vegan_tags_with_dairy_or_egg_words
f957fe91-b569-4c8c-a3c1-a01ecf67df41,Garlic Amla Chutney Recipe - Lehsun Amla Chutney Recipe,indian,hard,15,standard,vegetarian,Garlic Amla Chutney Recipe - Lehsun Amla Chutney Recipe,indian|side|south_indian|spicy|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
ec652a79-be2c-4921-8c12-f2b19b4313c7,Instant Baked Aloo Tikki Recipe,indian,easy,15,standard,vegetarian,Instant Baked Aloo Tikki Recipe,indian|main|spicy|savory|vegan|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
31fbc815-6cb6-44f8-9a15-cfc73624389d,"Kachumber Salad Recipe With Cucumber, Onion & Tomatoes",indian,easy,15,standard,vegetarian,"Kachumber Salad Recipe With Cucumber, Onion & Tomatoes",indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
ee038ed1-8ec0-46ca-b8d6-412db75ea121,Kale Apple Salad Recipe,indian,easy,15,standard,vegetarian,Kale Apple Salad Recipe,indian|main|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
9de67b96-a4e6-401f-8e76-58c5b46bbaf9,Kiwi Guava Spritzer Recipe,indian,easy,15,standard,vegetarian,Kiwi Guava Spritzer Recipe,indian|main|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
46bd253f-d5b1-41a3-b960-e5a425deedb6,Kollu Thogayal Recipe (Horsegram Chutney),indian,easy,15,standard,vegetarian,Kollu Thogayal Recipe (Horsegram Chutney),indian|side|south_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
6ec635f4-554f-4ac7-91ee-13853517bb5a,Left Over Vadai Upma Recipe,indian,easy,15,standard,vegetarian,Left Over Vadai Upma Recipe,indian|main|south_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
7f1470d8-f37d-4d07-b5a7-ae253cbaa0a5,Lehsun Amla Chutney Recipe - Garlic Gooseberry Chutney,indian,hard,15,standard,vegetarian,Lehsun Amla Chutney Recipe - Garlic Gooseberry Chutney,indian|side|south_indian|spicy|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
fb196a2c-b0f1-414c-82d2-098f622280d2,"Lettuce, Apple And Carrot Salad With Chilli Dressing Recipe",indian,easy,15,standard,vegetarian,"Lettuce, Apple And Carrot Salad With Chilli Dressing Recipe",indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
16d74696-62fd-4011-a6ae-52112ad53730,Mavinakayi Chutney Recipe - South Canara Raw Mango Chutney,indian,easy,15,standard,vegetarian,Mavinakayi Chutney Recipe - South Canara Raw Mango Chutney,indian|side|south_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
90aeb83c-3e3d-4b31-b87e-b6c4412de826,Nippattu Masala Chaat Recipe- South Indian Style Chaat,indian,easy,15,standard,vegetarian,Nippattu Masala Chaat Recipe- South Indian Chaat,indian|curry|south_indian|main|spicy|sweet|sour|savory|vegan|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
5aa25d65-3e64-4453-bd62-777f0a4b6537,Oriya Badi Chura Recipe | Sundried Lentil Dumpling Crumble,indian,easy,15,standard,vegetarian,Oriya Badi Chura Recipe | Sundried Lentil Dumpling Crumble,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,slow_keyword_but_short_total_time|vegan_tags_with_dairy_or_egg_words
948e1b63-9fb9-4d54-bd71-17514a22b171,"Pineapple, Onions and Cabbage Slaw with Honey Mustard Recipe",indian,easy,15,standard,vegetarian,"Pineapple, Onions and Cabbage Slaw with Honey Mustard Recipe",indian|main|sweet|sour|savory|vegan|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
1370d1e5-4065-48d3-b0e6-2375bb304f3c,Plum Panna Shot Recipe,indian,easy,15,standard,vegetarian,Plum Panna Shot Recipe,indian|main|sweet|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
cff3988f-3bf4-4cf9-b957-4e72f069da6b,Raw Mango Carrot Cucumber Salad Recipe With Peanuts,indian,easy,15,standard,vegetarian,Raw Mango Carrot Cucumber Salad Recipe With Peanuts,indian|main|spicy|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
70108035-5129-484a-8a72-73d4e9dc7c14,Red Chilli and Tomato Pachadi Recipe,indian,easy,15,standard,vegetarian,Red Chilli and Tomato Pachadi Recipe,indian|main|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
252eb32f-d867-4d6c-a8ef-2941a47bfb7f,Red Smoothie Bowl Recipe,indian,medium,15,standard,vegetarian,Red Smoothie Bowl Recipe,indian|main|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
2c632b05-dda4-46f9-83d7-e75ecb5b9987,Roasted Garlic Tomato Chutney Recipe,indian,easy,15,standard,vegetarian,Roasted Garlic Tomato Chutney Recipe,indian|side|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
35c66c5b-4b89-488c-9098-9cead9f5608d,Spiced Mulled Apple Juice Recipe,indian,easy,15,standard,vegetarian,Spiced Mulled Apple Juice Recipe,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
7072b1af-26c2-419c-bdea-1364d823dfc6,Spicy Tomato Rice - Tomato Pulihora Recipe,indian,medium,15,standard,vegetarian,Spicy Tomato Rice - Tomato Pulihora Recipe,indian|rice|south_indian|main|spicy|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
444a11e5-33ea-42af-880d-b52b12087f0a,"Summer Salad Recipe-Red Cabbage, Lettuce Onions & Tomatoes",indian,easy,15,standard,vegetarian,"Summer Salad Recipe-Red Cabbage, Lettuce Onions & Tomatoes",indian|main|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
d99e67fc-d794-474f-ad8c-11f211c3fd6d,Sweet Potato & Rosemary Crisps/ Chips,indian,easy,15,standard,vegetarian,Sweet Potato & Rosemary Crisps/ Chips,indian|dessert|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
6e2ab960-7f73-47fc-9175-2024f48f4d61,Ullikadala Pulusu Recipe | Spring Onion Curry,indian,medium,15,standard,vegetarian,Ullikadala Pulusu Recipe | Spring Onion Curry,indian|curry|south_indian|main|spicy|sour|savory|vegan|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
8b4f7c26-5d13-4ba7-ae2f-cca76396e566,Watermelon Margarita Granita Recipe,indian,easy,15,standard,vegetarian,Watermelon Margarita Granita Recipe,indian|main|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
a70c5a11-cfb1-478d-a4ac-e5481348c797,Ajo Blanco Recipe (Chilled White Grape and Almond Gazpacho),indian,easy,17,standard,vegetarian,Ajo Blanco Recipe (Chilled White Grape and Almond Gazpacho),indian|main|spicy|sour|savory|vegan|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
23900c1a-63c7-408d-b409-696c3c90d4a7,Andhra Style Kandi Pachadi Recipe (Masoor Dal Chutney Recipe),indian,easy,20,standard,vegetarian,Andhra Kandi Pachadi Recipe (Masoor Dal Chutney Recipe),indian|side|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
960bc444-9da9-4c67-92c8-85c1daf20db4,Angaya Podi Recipe,indian,medium,20,standard,vegetarian,Angaya Podi Recipe,indian|main|south_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
a73655be-b606-4551-8c20-b0f82f943249,Blueberry and Lemon Iced Tea Recipe,indian,easy,20,standard,vegetarian,Blueberry and Lemon Iced Tea Recipe,indian|main|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
a6112d4c-36b8-4226-978c-120b65b4505a,Broccoli Salad Recipe with Roasted Onion & Peppers,indian,easy,20,standard,vegetarian,Broccoli Salad Recipe with Roasted Onion & Peppers,indian|main|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
aa3ecc6f-f72f-496e-8a1e-a951588fc397,Carrot Methi Pachadi Recipe,indian,easy,20,standard,vegetarian,Carrot Methi Pachadi Recipe,indian|main|south_indian|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
b20310e9-77ff-4a91-9b0e-b5e23bfd9150,Chatpata Lobia Chaat Recipe - Healthy Black Eyed Bean Snack,indian,easy,20,standard,vegetarian,Chatpata Lobia Chaat Recipe - Healthy Black Eyed Bean Snack,indian|snack|north_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
c8fc87c2-1b3e-477b-8365-d71d23784b49,Chettinad Mushroom And Green Peas Stir Fry Recipe,indian,medium,20,standard,vegetarian,Chettinad Mushroom And Green Peas Stir Fry Recipe,indian|main|south_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
76ce73b2-d208-40c5-9ffd-669affb34f4a,Fresh Fruit Bowl Recipe,indian,easy,20,standard,vegetarian,Fresh Fruit Bowl Recipe,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
f1cd025c-bfc4-4d57-85c9-716250aa71e9,Fruit Chili Chutney - Andhra Red Chili Chutney Recipe,indian,easy,20,standard,vegetarian,Fruit Chili Chutney - Andhra Red Chili Chutney Recipe,indian|side|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
6f72f865-dfee-46ff-aba6-2c5cdd999856,Green Legume Fry Recipe - Green Moong Sprout Fry,indian,medium,20,standard,vegetarian,Green Legume Fry Recipe - Green Moong Sprout Fry,indian|main|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
c9fa534e-5782-4888-8cbf-8fd400e70f45,Green Moong Sprout Salad Recipe With Vegetables- No Onion No Garlic,indian,easy,20,standard,vegetarian,Green Moong Sprout Salad Recipe With Vegetables- No Onion No Garlic,indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
21e02a00-422c-4f5a-b321-b4db6cee9225,Huruli Kaalu Chutney Pudi Recipe (Horse Gram Chutney Podi),indian,easy,20,standard,vegetarian,Huruli Kaalu Chutney Pudi Recipe (Horse Gram Chutney Podi),indian|side|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
533aaf67-3929-4233-8420-f98b1ef48bf8,Inji Thogayal Recipe - Spicy & Delicious Ginger Chutney,indian,medium,20,standard,vegetarian,Inji Thogayal Recipe - Spicy & Delicious Ginger Chutney,indian|side|south_indian|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
e5d80a28-a259-40ca-b080-f2877df3c8c1,Kabuli Chana Chaat - High Protein Snack of Chikki Chaat,indian,medium,20,standard,vegetarian,Kabuli Chana Chaat - High Protein Snack of Chikki Chaat,indian|snack|north_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
308898dc-703b-47f4-858e-cdd5767415f9,Karnataka Style Moolangi Chutney Recipe - Karnataka Style Mullangi Chutney (Recipe In Hindi),indian,medium,20,standard,vegetarian,Karnataka Moolangi Chutney Recipe - Karnataka Mullangi Chutney (Recipe In Hindi),indian|side|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
345024a6-0920-4b41-a76a-07845396504b,Konkani Style Sol Kadhi Recipe - Kokum Flavored Coconut Curry,indian,easy,20,standard,vegetarian,Konkani Sol Kadhi Recipe - Kokum Flavored Coconut Curry,indian|curry|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
0a65b1be-3570-49ca-9bed-95700fada6b2,Lehsun ki Chutney - Spicy Garlic Chutney,indian,easy,20,standard,vegetarian,Lehsun ki Chutney - Spicy Garlic Chutney,indian|side|north_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
b027bca5-eaee-4430-8b45-261dbda58374,Macaroni With Tahini Sauce Recipe,indian,easy,20,standard,vegetarian,Macaroni With Tahini Sauce Recipe,indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
84ebe774-fbd5-4d09-be65-dff70379b060,Maharashtrian Achar Ka Masala (Pickle Mix Recipe),indian,easy,20,standard,vegetarian,Maharashtrian Achar Ka Masala (Pickle Mix Recipe),indian|curry|main|spicy|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
1060ce5e-2a51-4cd8-bf25-ef91b480640f,Mangai Inji Pickle Recipe- Instant Mango Ginger Pickle,indian,easy,20,standard,vegetarian,Mangai Inji Pickle Recipe- Instant Mango Ginger Pickle,indian|side|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
6625ac0b-66f4-4b13-97b6-525393d0d7b1,Mushroom Manchurian Recipe | Mushroom Chilli Recipe | Indian Chinese,indian,easy,20,standard,vegetarian,Mushroom Manchurian Recipe | Mushroom Chilli Recipe | Indian Chinese,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
a93418eb-d625-4a99-8c91-9b2357a7413c,Nutty Oats Almond Truffle Recipe - A Healthy Snack,indian,easy,20,standard,vegetarian,Nutty Oats Almond Truffle Recipe - A Healthy Snack,indian|snack|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
6bcd7701-4e89-4ad0-8946-b7d68a2f11c2,Orange Mocktail Recipe,indian,easy,20,standard,vegetarian,Orange Mocktail Recipe,indian|main|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
a1296767-96a0-4236-ad66-007e8544a76f,Pan Roasted Zucchini & Mushroom Recipe,indian,easy,20,standard,vegetarian,Pan Roasted Zucchini & Mushroom Recipe,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
1a444d90-9d9e-4035-b386-7bd80f5081b6,Papaya Orange Pomegranate Salad Recipe With Roasted Peanuts,indian,easy,20,standard,vegetarian,Papaya Orange Pomegranate Salad Recipe With Roasted Peanuts,indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
462ddd1f-ed19-459f-8c75-b4ea2ad58c38,Peerkangai Thogayal Recipe (Ridge Gourd Chutney),indian,easy,20,standard,vegetarian,Peerkangai Thogayal Recipe (Ridge Gourd Chutney),indian|side|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
372e18c6-dd16-4c57-ac0f-c444f61a0b44,Pretzel Salad Recipe,indian,easy,20,standard,vegetarian,Pretzel Salad Recipe,indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
7a88126a-bfe1-41e2-8a41-ed0a731122d6,Red Wine Sangria Cocktail Recipe,indian,medium,20,standard,vegetarian,Red Wine Sangria Cocktail Recipe,indian|main|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
e4e5ea24-d170-4f03-ac1c-e0ac6cc4f589,Ridge Gourd Chutney Recipe (Beerakaya Pachadi),indian,medium,20,standard,vegetarian,Ridge Gourd Chutney Recipe (Beerakaya Pachadi),indian|side|south_indian|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
4286abf9-03cd-4791-a398-e2afaab8f988,Shimla Mirch Ki Launji Recipe,indian,easy,20,standard,vegetarian,Shimla Mirch Ki Launji Recipe,indian|main|north_indian|spicy|sweet|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
304e1bf6-856b-4ee6-b049-8974c18de189,Spicy Stir Fried Broccoli Recipe,indian,easy,20,standard,vegetarian,Spicy Stir Fried Broccoli Recipe,indian|main|spicy|savory|vegan|gluten_free|dairy_free|halal,vegan_tags_with_dairy_or_egg_words
2932d53e-0235-4a3a-bdde-f59e0f2cef8f,Spinach & Apple Salad Recipe With Orange Dressing,indian,easy,20,standard,vegetarian,Spinach & Apple Salad Recipe With Orange Dressing,indian|main|spicy|sour|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
8476b86e-8036-4feb-a7f9-3f0a679ac057,Tamil Nadu Style Coconut Chutney Recipe - For Idli And Dosa,indian,easy,20,standard,vegetarian,Tamil Nadu Coconut Chutney Recipe - For Idli And Dosa,indian|side|south_indian|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
2a8d79ab-9a35-47aa-8665-00137e21954b,Tomato and Sunflower Seed Dip Recipe,indian,easy,20,standard,vegetarian,Tomato and Sunflower Seed Dip Recipe,indian|main|spicy|savory|vegan|gluten_free|dairy_free|nut_free|halal,vegan_tags_with_dairy_or_egg_words
c3145aff-d2e8-470a-8d7c-5355c820c8b0,Zoodles Salad Recipe - Zucchini Noodles,indian,easy,20,standard,vegetarian,Zoodles Salad Recipe - Zucchini Noodles,indian|main|spicy|sour|savory|vegan|dairy_free|nut_free|halal,veg_or_vegan_tags_with_meat_words|vegan_tags_with_dairy_or_egg_words
